6631, 6, 4602848544
6631, 6, 2430142746
6631, 6, 2370623448
6631, 6, 2357892965
6631, 6, 2356897332
6631, 6, 2354274775
6631, 6, 2350566802
6631, 6, 2346942633
6631, 6, 2342935857
6631, 6, 2341608558
6631, 6, 2334588962
6631, 6, 2333406895
6631, 6, 2330718562
6631, 6, 2327124719
6631, 6, 2325334546
6631, 6, 2324562260
6631, 6, 2323826387
6631, 6, 2320068835
6631, 6, 2315283462
6624, 6, 2398177871
6624, 6, 2349656997
6624, 6, 2347944181
6624, 6, 2340953037
6624, 6, 2322452969
6624, 6, 2320036406
6624, 6, 2312942982
6624, 6, 2311883869
6624, 6, 2311044774
6624, 6, 2310852442
6624, 6, 2304150553
6624, 6, 2300913063
6624, 6, 2300885040
6624, 6, 2300594172
6624, 6, 2299279197
6624, 6, 2298209124
6624, 6, 2298055734
6624, 6, 2297158549
6624, 6, 2291414127
6624, 6, 2285857065
6624, 6, 2283264295
6563, 6, 2075001051
6563, 6, 2052480235
6563, 6, 2040467796
6563, 6, 2036799636
6563, 6, 2031624188
6563, 6, 2027736759
6563, 6, 2025662695
6563, 6, 2022647154
6563, 6, 2014132771
6563, 6, 2012667328
6563, 6, 2006857412
6563, 6, 2006511519
6563, 6, 2004023606
6563, 6, 2002457939
6563, 6, 2001736410
6563, 6, 1999859561
6563, 6, 1995022392
6561, 6, 3482351498
6561, 6, 2372034262
6561, 6, 2371420433
6561, 6, 2367770170
6561, 6, 2366006482
6561, 6, 2362334400
6561, 6, 2359769805
6561, 6, 2356088073
6561, 6, 2343801718
6561, 6, 2343336365
6561, 6, 2342414051
6561, 6, 2338906032
6561, 6, 2337987135
6561, 6, 2334306049
6561, 6, 2333699057
6561, 6, 2328234938
6561, 6, 2322854529
6561, 6, 2318986578
6561, 6, 2317890873
6561, 6, 2316528635
6561, 6, 2316061997
6523, 6, 2435965968
6523, 6, 2413630912
6523, 6, 2410817621
6523, 6, 2408353646
6523, 6, 2406816770
6523, 6, 2404832517
6523, 6, 2401150733
6523, 6, 2399728290
6523, 6, 2392167621
6523, 6, 2387786347
6523, 6, 2379986592
6523, 6, 2374264775
6523, 6, 2362270795
6523, 6, 2358642997
6465, 6, 3604152125
6465, 6, 1954449969
6465, 6, 1943668557
6465, 6, 1942210104
6465, 6, 1922733224
6465, 6, 1917450055
6465, 6, 1916193918
6465, 6, 1913181057
6465, 6, 1901122027
6465, 6, 1900759738
6465, 6, 1900733052
6465, 6, 1900718856
6465, 6, 1899574934
6465, 6, 1899392710
6465, 6, 1899166346
6465, 6, 1897042983
6465, 6, 1895137846
6465, 6, 1888726360
6465, 6, 1887492988
6465, 6, 1887279809
6465, 6, 1885374861
6465, 6, 1884494166
6465, 6, 1880317203
6465, 6, 1878341043
6465, 6, 1877251936
6465, 6, 1873996442
6465, 6, 1873638911
6465, 6, 1873218262
6465, 6, 1871489134
6465, 6, 1870859742
6465, 6, 1870122755
6465, 6, 1856130694
6256, 6, 2528155637
6256, 6, 2487970226
6256, 6, 2477198722
6256, 6, 2473902739
6256, 6, 2471162322
6256, 6, 2462663943
6256, 6, 2460258408
6256, 6, 2458217725
6256, 6, 2455504663
6256, 6, 2454880675
6256, 6, 2453909480
6256, 6, 2446404001
6256, 6, 2445663194
6256, 6, 2444964418
6256, 6, 2443915954
6256, 6, 2439695548
6256, 6, 2437457819
6256, 6, 2436821691
6256, 6, 2434973728
6256, 6, 2434566848
6256, 6, 2433855863
6256, 6, 2433637498
6256, 6, 2431903473
6256, 6, 2430567322
6256, 6, 2428973526
6256, 6, 2428561571
6256, 6, 2423439912
6256, 6, 2419490579
