3344, 5, 1898647540
6635, 6, 1894734975
5635, 5, 1889270273
3444, 5, 1883755816
4346, 5, 1882942961
3446, 5, 1882743162
3466, 5, 1877492789
5335, 4, 1876265726
6266, 5, 1876124832
3464, 5, 1872760590
3344, 5, 1871079760
4636, 4, 1869924196
6634, 5, 1869897613
3344, 5, 1869441565
3436, 5, 1869428238
3346, 4, 1869058713
3466, 5, 1866276115
3346, 4, 1866159101
3346, 4, 1865021791
4634, 4, 1862133474
6346, 5, 1862077141
3334, 4, 1861504983
5356, 5, 1861396048
5536, 5, 1860978578
3444, 5, 1860394842
3464, 5, 1860350975
3364, 4, 1859493375
4636, 4, 1859163485
6356, 5, 1858035367
6356, 5, 1856140698
4364, 5, 1855206954
5536, 5, 1854519596
3364, 4, 1853639412
2666, 4, 1853088701
3355, 4, 1852735519
6262, 5, 1852289925
3536, 4, 1851742598
4636, 4, 1850913738
3555, 5, 1850438017
6335, 5, 1850061914
2666, 4, 1849711749
3356, 4, 1847461927
6535, 5, 1846496944
3356, 4, 1845660099
6536, 4, 1844813879
3334, 4, 1839915034
3535, 4, 1839148276
3335, 4, 1838578590
3664, 4, 1838200677
4366, 4, 1836606452
4334, 4, 1835163948
3634, 4, 1834341632
6536, 4, 1834275914
3664, 4, 1832586097
5366, 4, 1822476077
2665, 5, 1822258769
6265, 5, 1820893651
3345, 5, 1817997848
6265, 5, 1815986460
3345, 5, 1815638508
2644, 4, 1811173510
5346, 5, 1806750021
2565, 4, 1805760859
2266, 4, 1805034133
5434, 5, 1804947126
6255, 5, 1804418973
6242, 4, 1801778011
2555, 4, 1799848242
3554, 5, 1797288957
6242, 4, 1796810717
4242, 4, 1796636058
2565, 4, 1796516725
2262, 4, 1795304950
5256, 5, 1795104269
2655, 4, 1791494469
5434, 5, 1786498183
4242, 4, 1783968348
6256, 5, 1783930070
5364, 5, 1783448984
4354, 5, 1782296747
5344, 5, 1780194431
5534, 5, 1779771990
6256, 5, 1776586567
5266, 4, 1775708436
3534, 4, 1774830426
3454, 4, 1773320074
2566, 5, 1773146593
5534, 5, 1772278740
5344, 5, 1771369276
3564, 4, 1769706587
4534, 4, 1769104847
3546, 4, 1768625884
4534, 4, 1768560544
4262, 4, 1767733711
5436, 5, 1767392995
6256, 5, 1766260289
4356, 5, 1765713606
4534, 4, 1765022862
3533, 5, 1765003031
2556, 4, 1764602818
3546, 4, 1764314781
5634, 4, 1762576755
2566, 5, 1760438254
6252, 4, 1757239594
3553, 5, 1756597229
2664, 4, 1755345841
2656, 4, 1755126867
6553, 6, 1752681815
4256, 5, 1752142059
5653, 5, 1750160133
6643, 5, 1748357385
4166, 6, 1748313568
5653, 5, 1747896124
4146, 5, 1747269946
2556, 4, 1746291519
5333, 5, 1745754296
5166, 4, 1744213629
2645, 6, 1743921466
4254, 4, 1742182046
6116, 5, 1742051019
5553, 5, 1741734787
5563, 5, 1740885302
4543, 5, 1739408077
2652, 5, 1737285307
2654, 5, 1735746596
2552, 5, 1733920555
6116, 5, 1733163899
2554, 5, 1729737570
4653, 5, 1729616126
2652, 5, 1728345416
6533, 5, 1726764364
6161, 4, 1724465518
2654, 5, 1724272674
4256, 5, 1723283926
4653, 5, 1722240052
2242, 5, 1722152970
6151, 5, 1719900920
4343, 5, 1719792122
4254, 4, 1719386099
2562, 4, 1719335874
6146, 4, 1718817709
1655, 5, 1717803108
4633, 5, 1717725218
4245, 4, 1717522259
6543, 5, 1716895492
6166, 5, 1716728101
4653, 5, 1715595566
2562, 4, 1712259171
6164, 5, 1711703088
4563, 4, 1710926518
5264, 4, 1709741087
6161, 4, 1709558226
5254, 4, 1709361120
2564, 4, 1708907264
3465, 5, 1707572856
5625, 6, 1707386868
3543, 4, 1706060063
4141, 4, 1704365273
4635, 5, 1703808667
3543, 4, 1703595537
4563, 4, 1703278042
4424, 6, 1702979881
4335, 5, 1700892089
5245, 5, 1700693753
4663, 4, 1700471509
2454, 3, 1699712135
1665, 6, 1698825385
1665, 6, 1698335002
6525, 5, 1696449522
2255, 4, 1695728571
5245, 5, 1693430986
6563, 4, 1693351064
6422, 5, 1691815110
6422, 5, 1691120044
6435, 5, 1691102848
6525, 5, 1690493636
6141, 4, 1690255434
4116, 3, 1690246202
5525, 6, 1688546063
6525, 5, 1687495283
6525, 5, 1686742481
2424, 5, 1685454591
1655, 5, 1685022655
5435, 4, 1684834684
6652, 4, 1683467300
4462, 4, 1683178562
2426, 4, 1682968639
6625, 5, 1682913916
6562, 5, 1682762018
4662, 4, 1682400048
5435, 4, 1682397350
4453, 6, 1680450647
1655, 5, 1680201195
4535, 4, 1677618976
6245, 4, 1677581379
5652, 4, 1677267376
5562, 4, 1674779436
5552, 4, 1674678812
6652, 4, 1673933242
5662, 4, 1672974355
1565, 5, 1672512141
1466, 5, 1671353264
6462, 3, 1669048517
3636, 5, 1668672720
1466, 5, 1668602090
1466, 5, 1668457507
3666, 3, 1667012618
5662, 4, 1666506938
1464, 3, 1666270748
4453, 6, 1664299962
3366, 4, 1664175840
2442, 4, 1663095919
5463, 5, 1662550302
6622, 6, 1660216810
4255, 4, 1660043704
3453, 5, 1659744854
4463, 5, 1659012231
1466, 5, 1656197490
4426, 4, 1654902744
5462, 4, 1653990264
1646, 4, 1653650709
3366, 4, 1652796741
5452, 4, 1652620791
2642, 4, 1652542547
6522, 5, 1652375709
5462, 4, 1652319828
6622, 6, 1652232131
6452, 4, 1651793922
2642, 4, 1650525017
4652, 4, 1650067989
6642, 5, 1649569436
2642, 4, 1649369102
6522, 5, 1648703653
6366, 4, 1648604540
4552, 4, 1648542463
6366, 4, 1648306613
5452, 4, 1648119023
4265, 4, 1647993725
1656, 5, 1647891297
2465, 4, 1646894980
6622, 6, 1646814139
1446, 4, 1646761892
1464, 3, 1645236356
6452, 4, 1644540097
4652, 4, 1644526732
2465, 4, 1643511602
5226, 4, 1642600252
6636, 4, 1642346810
4426, 4, 1641730600
4642, 5, 1641491571
1556, 4, 1640614254
2442, 4, 1638740016
6442, 4, 1638668938
6522, 5, 1638322252
5433, 4, 1638172816
5622, 4, 1637671958
6453, 4, 1637286383
6642, 5, 1636809939
1556, 4, 1636559495
4562, 3, 1635938452
3463, 5, 1635697695
4562, 3, 1635126319
6453, 4, 1633633634
1556, 4, 1633434777
4463, 5, 1632925514
6453, 4, 1630905432
6522, 5, 1630864936
2455, 3, 1630678238
5433, 4, 1627416885
5222, 4, 1624489754
5453, 4, 1624015160
5226, 4, 1623381618
2222, 5, 1621268695
6453, 4, 1617902719
5425, 7, 1610552513
6226, 5, 1609507483
4443, 5, 1608732029
6155, 5, 1606156045
6433, 5, 1606091480
2542, 3, 1605964714
2542, 3, 1605359636
3433, 4, 1604766412
2254, 3, 1604150755
5425, 7, 1602865697
5165, 4, 1601063488
6433, 5, 1599534752
4626, 5, 1596886379
5165, 4, 1593202133
5155, 4, 1584688908
5115, 4, 1581846111
5155, 4, 1580372330
5425, 7, 1576978776
5425, 7, 1575245088
6425, 5, 1573879967
2425, 6, 1565101765
5164, 5, 1563672324
5141, 4, 1556613123
4156, 5, 1555808211
4156, 5, 1555261691
6154, 5, 1547347392
5141, 4, 1538216826
6663, 5, 1537007601
4524, 5, 1535981020
6333, 4, 1533996853
4522, 4, 1533444908
6663, 5, 1532882890
5141, 4, 1532552086
6663, 5, 1532272067
4524, 5, 1531594448
3633, 4, 1531287511
4522, 4, 1526425769
3333, 4, 1524699256
4151, 3, 1523717267
1465, 5, 1523643296
5224, 4, 1523280638
4115, 4, 1523211687
1455, 4, 1523072520
4151, 3, 1522250372
2524, 4, 1521595043
5224, 4, 1521481333
3333, 4, 1519223485
6524, 4, 1518952916
5424, 5, 1517111997
1445, 4, 1516804206
3663, 4, 1515226031
5224, 4, 1514686130
5424, 5, 1513434352
4145, 4, 1512645016
1544, 4, 1506142762
5424, 5, 1505513629
4525, 4, 1498498234
5145, 3, 1497731245
5145, 3, 1496399749
1654, 4, 1496108745
1416, 5, 1494094843
1544, 4, 1489614301
4225, 4, 1488669955
4525, 4, 1487388798
1645, 4, 1480944164
1561, 5, 1480508907
1266, 5, 1478612737
3424, 6, 1477983307
1434, 5, 1465281517
5322, 5, 1463025807
3324, 5, 1459920468
5322, 5, 1459109456
3224, 5, 1456499698
1545, 3, 1456061059
1411, 5, 1454414875
1434, 5, 1454357901
1411, 5, 1454123084
1551, 5, 1453865429
4324, 5, 1453160952
1651, 5, 1452944025
1436, 4, 1451094571
1614, 4, 1449089423
1516, 4, 1448559612
1651, 5, 1445614478
3422, 4, 1444786967
1516, 4, 1443200968
1511, 4, 1442909632
1511, 4, 1441516943
1364, 4, 1440849836
1364, 4, 1439240712
4322, 4, 1434698608
1662, 4, 1433334858
3526, 4, 1430644226
3624, 3, 1415535597
5325, 5, 1410160981
4461, 5, 1389671271
5441, 5, 1389287938
4461, 5, 1387458439
6461, 5, 1386088765
4461, 5, 1385096467
4441, 5, 1374621219
6162, 6, 1370859294
6415, 5, 1361729241
3625, 4, 1361061386
4511, 5, 1359377461
3325, 5, 1358258531
6325, 5, 1357305463
3325, 5, 1354941217
5325, 5, 1354129323
6411, 5, 1353582351
6112, 5, 1351639078
4641, 4, 1351431065
6325, 5, 1350855059
4661, 5, 1350766738
4514, 5, 1349060515
1355, 5, 1348881107
6325, 5, 1347617876
6541, 4, 1344709568
3325, 5, 1344356741
5414, 5, 1343555072
1535, 4, 1342528802
6514, 4, 1340895594
4411, 5, 1340286013
